ItemType	Code	Equiv1	Equiv2	*skillID	*CTC	Repair	Body	BodyLoc1	BodyLoc2	Shoots	Quiver	Throwable	Reload	ReEquip	AutoStack	Magic	Rare	Normal	Beltable	MaxSockets1	MaxSocketsLevelThreshold1	MaxSockets2	MaxSocketsLevelThreshold2	MaxSockets3	TreasureClass	Rarity	StaffMods	Class	VarInvGfx	InvGfx1	InvGfx2	InvGfx3	InvGfx4	InvGfx5	InvGfx6	StorePage	*eol	UICategory	RunewordCategory1	RunewordCategory2	Restricted
A802	A802			1823	id 29 lev60	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A803	A803			1824	id 29 lev61	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A804	A804			1825	id 29 lev62	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A805	A805			1826	id 29 lev63	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A806	A806			1827	id 30 lev0	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A807	A807			1828	id 30 lev1	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A808	A808			1829	id 30 lev2	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A809	A809			1830	id 30 lev3	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A810	A810			1831	id 30 lev4	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A811	A811			1832	id 30 lev5	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A812	A812			1833	id 30 lev6	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A813	A813			1834	id 30 lev7	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A814	A814			1835	id 30 lev8	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A815	A815			1836	id 30 lev9	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A816	A816			1837	id 30 lev10	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A817	A817			1838	id 30 lev11	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A818	A818			1839	id 30 lev12	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A819	A819			1840	id 30 lev13	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A820	A820			1841	id 30 lev14	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A821	A821			1842	id 30 lev15	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A822	A822			1843	id 30 lev16	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A823	A823			1844	id 30 lev17	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A824	A824			1845	id 30 lev18	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A825	A825			1846	id 30 lev19	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A826	A826			1847	id 30 lev20	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A827	A827			1848	id 30 lev21	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A828	A828			1849	id 30 lev22	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A829	A829			1850	id 30 lev23	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A830	A830			1851	id 30 lev24	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A831	A831			1852	id 30 lev25	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A832	A832			1853	id 30 lev26	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A833	A833			1854	id 30 lev27	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A834	A834			1855	id 30 lev28	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A835	A835			1856	id 30 lev29	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A836	A836			1857	id 30 lev30	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A837	A837			1858	id 30 lev31	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A838	A838			1859	id 30 lev32	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A839	A839			1860	id 30 lev33	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A840	A840			1861	id 30 lev34	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A841	A841			1862	id 30 lev35	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A842	A842			1863	id 30 lev36	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A843	A843			1864	id 30 lev37	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A844	A844			1865	id 30 lev38	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A845	A845			1866	id 30 lev39	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A846	A846			1867	id 30 lev40	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A847	A847			1868	id 30 lev41	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A848	A848			1869	id 30 lev42	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A849	A849			1870	id 30 lev43	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A850	A850			1871	id 30 lev44	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A851	A851			1872	id 30 lev45	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A852	A852			1873	id 30 lev46	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A853	A853			1874	id 30 lev47	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A854	A854			1875	id 30 lev48	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A855	A855			1876	id 30 lev49	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A856	A856			1877	id 30 lev50	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A857	A857			1878	id 30 lev51	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A858	A858			1879	id 30 lev52	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A859	A859			1880	id 30 lev53	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A860	A860			1881	id 30 lev54	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A861	A861			1882	id 30 lev55	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A862	A862			1883	id 30 lev56	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A863	A863			1884	id 30 lev57	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A864	A864			1885	id 30 lev58	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A865	A865			1886	id 30 lev59	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A866	A866			1887	id 30 lev60	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A867	A867			1888	id 30 lev61	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A868	A868			1889	id 30 lev62	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A869	A869			1890	id 30 lev63	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A870	A870			1891	id 31 lev0	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A871	A871			1892	id 31 lev1	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A872	A872			1893	id 31 lev2	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A873	A873			1894	id 31 lev3	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A874	A874			1895	id 31 lev4	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A875	A875			1896	id 31 lev5	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A876	A876			1897	id 31 lev6	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A877	A877			1898	id 31 lev7	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A878	A878			1899	id 31 lev8	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A879	A879			1900	id 31 lev9	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A880	A880			1901	id 31 lev10	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A881	A881			1902	id 31 lev11	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A882	A882			1903	id 31 lev12	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A883	A883			1904	id 31 lev13	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A884	A884			1905	id 31 lev14	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A885	A885			1906	id 31 lev15	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A886	A886			1907	id 31 lev16	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A887	A887			1908	id 31 lev17	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A888	A888			1909	id 31 lev18	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A889	A889			1910	id 31 lev19	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A890	A890			1911	id 31 lev20	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A891	A891			1912	id 31 lev21	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A892	A892			1913	id 31 lev22	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A893	A893			1914	id 31 lev23	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A894	A894			1915	id 31 lev24	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A895	A895			1916	id 31 lev25	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A896	A896			1917	id 31 lev26	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A897	A897			1918	id 31 lev27	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A898	A898			1919	id 31 lev28	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A899	A899			1920	id 31 lev29	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A900	A900			1921	id 31 lev30	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A901	A901			1922	id 31 lev31	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A902	A902			1923	id 31 lev32	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A903	A903			1924	id 31 lev33	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A904	A904			1925	id 31 lev34	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A905	A905			1926	id 31 lev35	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A906	A906			1927	id 31 lev36	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A907	A907			1928	id 31 lev37	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A908	A908			1929	id 31 lev38	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A909	A909			1930	id 31 lev39	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A910	A910			1931	id 31 lev40	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A911	A911			1932	id 31 lev41	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A912	A912			1933	id 31 lev42	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A913	A913			1934	id 31 lev43	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A914	A914			1935	id 31 lev44	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A915	A915			1936	id 31 lev45	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A916	A916			1937	id 31 lev46	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A917	A917			1938	id 31 lev47	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A918	A918			1939	id 31 lev48	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A919	A919			1940	id 31 lev49	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A920	A920			1941	id 31 lev50	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A921	A921			1942	id 31 lev51	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A922	A922			1943	id 31 lev52	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A923	A923			1944	id 31 lev53	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A924	A924			1945	id 31 lev54	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A925	A925			1946	id 31 lev55	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A926	A926			1947	id 31 lev56	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A927	A927			1948	id 31 lev57	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A928	A928			1949	id 31 lev58	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A929	A929			1950	id 31 lev59	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A930	A930			1951	id 31 lev60	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A931	A931			1952	id 31 lev61	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A932	A932			1953	id 31 lev62	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A933	A933			1954	id 31 lev63	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A934	A934			1955	id 32 lev0	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A935	A935			1956	id 32 lev1	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A936	A936			1957	id 32 lev2	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A937	A937			1958	id 32 lev3	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A938	A938			1959	id 32 lev4	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A939	A939			1960	id 32 lev5	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A940	A940			1961	id 32 lev6	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A941	A941			1962	id 32 lev7	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A942	A942			1963	id 32 lev8	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A943	A943			1964	id 32 lev9	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A944	A944			1965	id 32 lev10	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A945	A945			1966	id 32 lev11	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A946	A946			1967	id 32 lev12	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A947	A947			1968	id 32 lev13	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A948	A948			1969	id 32 lev14	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A949	A949			1970	id 32 lev15	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A950	A950			1971	id 32 lev16	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A951	A951			1972	id 32 lev17	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A952	A952			1973	id 32 lev18	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A953	A953			1974	id 32 lev19	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A954	A954			1975	id 32 lev20	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A955	A955			1976	id 32 lev21	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A956	A956			1977	id 32 lev22	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A957	A957			1978	id 32 lev23	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A958	A958			1979	id 32 lev24	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A959	A959			1980	id 32 lev25	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A960	A960			1981	id 32 lev26	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A961	A961			1982	id 32 lev27	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A962	A962			1983	id 32 lev28	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A963	A963			1984	id 32 lev29	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A964	A964			1985	id 32 lev30	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A965	A965			1986	id 32 lev31	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A966	A966			1987	id 32 lev32	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A967	A967			1988	id 32 lev33	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A968	A968			1989	id 32 lev34	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A969	A969			1990	id 32 lev35	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A970	A970			1991	id 32 lev36	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A971	A971			1992	id 32 lev37	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A972	A972			1993	id 32 lev38	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A973	A973			1994	id 32 lev39	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A974	A974			1995	id 32 lev40	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A975	A975			1996	id 32 lev41	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A976	A976			1997	id 32 lev42	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A977	A977			1998	id 32 lev43	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A978	A978			1999	id 32 lev44	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A979	A979			2000	id 32 lev45	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A980	A980			2001	id 32 lev46	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A981	A981			2002	id 32 lev47	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A982	A982			2003	id 32 lev48	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A983	A983			2004	id 32 lev49	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A984	A984			2005	id 32 lev50	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A985	A985			2006	id 32 lev51	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A986	A986			2007	id 32 lev52	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A987	A987			2008	id 32 lev53	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A988	A988			2009	id 32 lev54	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A989	A989			2010	id 32 lev55	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A990	A990			2011	id 32 lev56	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A991	A991			2012	id 32 lev57	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A992	A992			2013	id 32 lev58	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A993	A993			2014	id 32 lev59	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A994	A994			2015	id 32 lev60	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A995	A995			2016	id 32 lev61	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A996	A996			2017	id 32 lev62	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A997	A997			2018	id 32 lev63	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A998	A998			2019	id 33 lev0	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
A999	A999			2020	id 33 lev1	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
b000	b000			2021	id 33 lev2	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
b001	b001			2022	id 33 lev3	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
b002	b002			2023	id 33 lev4	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
b003	b003			2024	id 33 lev5	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
b004	b004			2025	id 33 lev6	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
b005	b005			2026	id 33 lev7	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
b006	b006			2027	id 33 lev8	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
b007	b007			2028	id 33 lev9	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
b008	b008			2029	id 33 lev10	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
b009	b009			2030	id 33 lev11	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
b010	b010			2031	id 33 lev12	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
b011	b011			2032	id 33 lev13	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
b012	b012			2033	id 33 lev14	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
b013	b013			2034	id 33 lev15	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
b014	b014			2035	id 33 lev16	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
b015	b015			2036	id 33 lev17	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
b016	b016			2037	id 33 lev18	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
b017	b017			2038	id 33 lev19	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
b018	b018			2039	id 33 lev20	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
b019	b019			2040	id 33 lev21	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
b020	b020			2041	id 33 lev22	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
b021	b021			2042	id 33 lev23	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
b022	b022			2043	id 33 lev24	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
b023	b023			2044	id 33 lev25	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
b024	b024			2045	id 33 lev26	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
b025	b025			2046	id 33 lev27	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
b026	b026			2047	id 33 lev28	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
b027	b027			2048	id 33 lev29	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
b028	b028			2049	id 33 lev30	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
b029	b029			2050	id 33 lev31	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
b030	b030			2051	id 33 lev32	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
b031	b031			2052	id 33 lev33	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
b032	b032			2053	id 33 lev34	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
b033	b033			2054	id 33 lev35	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
b034	b034			2055	id 33 lev36	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
b035	b035			2056	id 33 lev37	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
b036	b036			2057	id 33 lev38	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
b037	b037			2058	id 33 lev39	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
b038	b038			2059	id 33 lev40	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
b039	b039			2060	id 33 lev41	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
b040	b040			2061	id 33 lev42	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
b041	b041			2062	id 33 lev43	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
b042	b042			2063	id 33 lev44	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
b043	b043			2064	id 33 lev45	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
b044	b044			2065	id 33 lev46	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
b045	b045			2066	id 33 lev47	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
b046	b046			2067	id 33 lev48	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
b047	b047			2068	id 33 lev49	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
b048	b048			2069	id 33 lev50	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
b049	b049			2070	id 33 lev51	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
b050	b050			2071	id 33 lev52	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
